job_title,years_experience,education_level,skills,country,city,industry,company_size,employment_type,work_mode,certifications,annual_salary_usd
Frontend Developer,10,Master's Degree,React;JavaScript;TypeScript;GraphQL;CI/CD;Git;TensorFlow,India,Mumbai,Government & Public Sector,Large (1001–5000),Full-time,On-site,Google Cloud Professional,30300
Data Science Manager,7,High School / GED,SQL;MongoDB;Machine Learning;Docker;Apache Spark;Python,India,Hyderabad,Energy & Utilities,Large (1001–5000),Full-time,Remote,None,47500
Machine Learning Engineer,5,Bachelor's Degree,Deep Learning;TensorFlow;Git;AWS;Python,Canada,Calgary,Healthcare & Pharma,Startup (1–50),Part-time,Remote,None,78000
Security Engineer,1,Master's Degree,Linux;AWS;React;Rust;Docker;Python;Apache Spark,United States,San Francisco,Insurance,Startup (1–50),Full-time,On-site,None,140300
Project Manager,1,Master's Degree,Rust,United States,Chicago,Media & Entertainment,Startup (1–50),Freelance,Remote,None,99100
Product Manager,8,Bachelor's Degree,Git;SQL,United Kingdom,Leeds,Automotive,Startup (1–50),Full-time,On-site,None,94600
Mobile Developer,5,Associate's Degree,JavaScript;TypeScript;Python;Deep Learning;React;Git;C++,Canada,Ottawa,Aerospace & Defense,Enterprise (5000+),Contract,On-site,None,141300
Solutions Architect,3,Bachelor's Degree,GCP;AWS;REST APIs;Kubernetes;Docker;Azure,Netherlands,Rotterdam,Telecommunications,Enterprise (5000+),Freelance,Remote,AWS Certified Solutions Architect,187600
Solutions Architect,35,PhD / Doctorate,Node.js;GCP;Docker;Azure,United States,Atlanta,Manufacturing,Startup (1–50),Full-time,Hybrid,CompTIA Security+,369900
Data Science Manager,3,Master's Degree,Python;Machine Learning;Linux;SQL;Apache Spark,India,Delhi,Energy & Utilities,Small (51–200),Full-time,On-site,None,40200
DevOps Engineer,6,Associate's Degree,CI/CD;Linux;Python;Kubernetes;Docker,United States,Los Angeles,Telecommunications,Medium (201–1000),Contract,On-site,None,145700
Data Scientist,2,Bootcamp Graduate,Apache Spark;Python;Deep Learning;Machine Learning;TensorFlow,France,Marseille,Consulting,Small (51–200),Full-time,Remote,Azure Solutions Architect,101300
Solutions Architect,11,Associate's Degree,AWS;REST APIs;Kubernetes;GCP,United States,Atlanta,Insurance,Startup (1–50),Contract,On-site,AWS Certified Solutions Architect,202000
Frontend Developer,28,Bachelor's Degree,TypeScript;Azure;Git,United States,Boston,Insurance,Startup (1–50),Full-time,On-site,Google Cloud Professional;CKA (Kubernetes),201400
Blockchain Developer,9,Bachelor's Degree,SQL;Python;Go;GraphQL;Rust;Kafka,France,Paris,Automotive,Startup (1–50),Full-time,On-site,None,101000
Cybersecurity Analyst,8,High School / GED,AWS;PostgreSQL;CI/CD;Python;Node.js;Linux,United States,San Francisco,Government & Public Sector,Startup (1–50),Full-time,On-site,None,85500
Software Engineer,9,PhD / Doctorate,Apache Spark;Git;REST APIs;C++;Docker;GCP;SQL;PyTorch,United States,San Francisco,Media & Entertainment,Small (51–200),Contract,On-site,CKA (Kubernetes),438800
Cloud Architect,5,Master's Degree,JavaScript;Terraform;Azure;Docker;Machine Learning;AWS,Canada,Calgary,Telecommunications,Startup (1–50),Full-time,Hybrid,None,186800
Business Analyst,8,Bachelor's Degree,REST APIs;SQL;C++,Canada,Calgary,Aerospace & Defense,Small (51–200),Full-time,On-site,Data Science Professional (IBM),80100
Data Science Manager,35,Bachelor's Degree,Python;SQL,Canada,Vancouver,Startups,Medium (201–1000),Freelance,Hybrid,CompTIA Security+,301700
Technical Lead,4,PhD / Doctorate,Scala;CI/CD;Docker;Java,United States,Miami,Energy & Utilities,Small (51–200),Full-time,Remote,Google Cloud Professional,222200
Full Stack Developer,10,Master's Degree,Redis;Node.js;GraphQL;JavaScript;Machine Learning;MongoDB;React,United States,Atlanta,E-commerce & Retail,Large (1001–5000),Contract,On-site,None,262700
Cybersecurity Analyst,6,Master's Degree,Python;Linux;SQL,UAE,Abu Dhabi,Consulting,Enterprise (5000+),Full-time,Hybrid,None,138100
Database Administrator,1,Bachelor's Degree,Redis;Apache Spark;Git;MongoDB;PostgreSQL,Australia,Melbourne,Media & Entertainment,Startup (1–50),Full-time,Remote,Azure Solutions Architect,65800
Mobile Developer,6,Bachelor's Degree,JavaScript;Java;Kafka;MongoDB;React;CI/CD;Git,United Kingdom,London,Technology,Enterprise (5000+),Part-time,Remote,None,94900
AI/ML Researcher,3,Master's Degree,Deep Learning;Python;PyTorch;TensorFlow;Machine Learning,United States,Denver,Education & Research,Startup (1–50),Full-time,On-site,None,128400
Systems Architect,2,Bootcamp Graduate,AWS;Node.js;Azure;Docker;GCP;Kubernetes;Linux;SQL;Git,Germany,Hamburg,Insurance,Startup (1–50),Part-time,Hybrid,AWS Certified Solutions Architect,62100
Cloud Architect,3,Bootcamp Graduate,PyTorch;CI/CD;Docker;AWS,South Africa,Cape Town,Government & Public Sector,Medium (201–1000),Full-time,Remote,CISSP (Security),42200
UX/UI Designer,4,Bootcamp Graduate,TypeScript;JavaScript;React;REST APIs,UAE,Dubai,Startups,Small (51–200),Full-time,Hybrid,PMP (Project Management),72100
Data Science Manager,3,PhD / Doctorate,Python;SQL;Machine Learning;Apache Spark,Sweden,Stockholm,Automotive,Large (1001–5000),Full-time,Remote,None,184700
Frontend Developer,18,Bachelor's Degree,JavaScript;React;TypeScript;GraphQL;Git,Switzerland,Basel,Media & Entertainment,Small (51–200),Part-time,Hybrid,CFA (Finance),102400
Network Engineer,16,Bachelor's Degree,Python;Kafka;GraphQL;Linux;React;Azure,United States,Denver,Automotive,Medium (201–1000),Freelance,On-site,CompTIA Security+,203900
UX/UI Designer,0,Bootcamp Graduate,JavaScript;React;TypeScript,Canada,Ottawa,Media & Entertainment,Enterprise (5000+),Full-time,Remote,Google Cloud Professional,68100
Cybersecurity Analyst,3,Master's Degree,Python;AWS,United States,Seattle,Finance & Banking,Medium (201–1000),Full-time,Remote,CKA (Kubernetes),171900
Business Analyst,3,PhD / Doctorate,Azure;REST APIs;SQL;Python;Kafka,United States,Boston,Government & Public Sector,Startup (1–50),Full-time,Hybrid,AWS Certified Solutions Architect;Google Cloud Professional,91400
Blockchain Developer,1,Bachelor's Degree,Python;Kafka,United Kingdom,Manchester,Finance & Banking,Startup (1–50),Freelance,Hybrid,Salesforce Certified,111800
Data Scientist,12,Master's Degree,Kafka;Deep Learning;TensorFlow;SQL;Python,Switzerland,Basel,Healthcare & Pharma,Enterprise (5000+),Full-time,Remote,None,333900
Frontend Developer,2,Associate's Degree,C++;GraphQL;React,United Kingdom,Birmingham,Automotive,Small (51–200),Full-time,Hybrid,CKA (Kubernetes),76200
Frontend Developer,10,Bootcamp Graduate,React;JavaScript;Git,Canada,Calgary,Aerospace & Defense,Large (1001–5000),Full-time,Hybrid,None,113100
Data Analyst,16,Bachelor's Degree,Node.js;Git;MongoDB;PostgreSQL;PyTorch;Java,United States,Denver,Media & Entertainment,Large (1001–5000),Full-time,On-site,AWS Certified Solutions Architect,120600
Site Reliability Engineer,2,Bachelor's Degree,GraphQL;Kubernetes;PostgreSQL;Docker;AWS;Python,Switzerland,Basel,Technology,Large (1001–5000),Part-time,Remote,None,116800
Data Scientist,3,Bootcamp Graduate,Machine Learning;PostgreSQL;Scala;Apache Spark;TensorFlow;Deep Learning;SQL,UAE,Dubai,Government & Public Sector,Enterprise (5000+),Full-time,On-site,CKA (Kubernetes),109000
Engineering Manager,5,Bachelor's Degree,CI/CD;Python;AWS,South Korea,Seoul,Technology,Small (51–200),Part-time,Remote,None,58900
Technical Lead,4,Master's Degree,Git;CI/CD;Java;Python,Canada,Toronto,Automotive,Large (1001–5000),Contract,Hybrid,None,185600
QA Engineer,10,Bachelor's Degree,REST APIs;React;Git;AWS;Python;JavaScript;CI/CD,United States,Chicago,Energy & Utilities,Medium (201–1000),Full-time,On-site,CKA (Kubernetes);CFA (Finance),154700
AI/ML Researcher,13,Bachelor's Degree,JavaScript;Deep Learning;React;PyTorch;Machine Learning,Japan,Yokohama,Telecommunications,Small (51–200),Full-time,Remote,Salesforce Certified,202500
Project Manager,7,Master's Degree,Rust;GraphQL;Machine Learning,United States,Seattle,Education & Research,Small (51–200),Part-time,Hybrid,None,64100
Technical Lead,3,PhD / Doctorate,CI/CD;Rust;Git;Java;Kubernetes;Go,Singapore,Singapore City,Technology,Small (51–200),Freelance,Hybrid,PMP (Project Management),215500
QA Engineer,3,Associate's Degree,Python;REST APIs;SQL,Netherlands,Rotterdam,Telecommunications,Small (51–200),Full-time,Hybrid,None,45900
UX/UI Designer,3,Associate's Degree,React;JavaScript;SQL,United States,Miami,Automotive,Startup (1–50),Full-time,Hybrid,CFA (Finance),72000
Software Engineer,7,Master's Degree,Java;C++;Kafka;Git;REST APIs;Python;Docker,United States,Austin,Aerospace & Defense,Startup (1–50),Full-time,Hybrid,None,171200
Backend Developer,8,High School / GED,Python;Docker;Java;Node.js;PostgreSQL;SQL;Redis,United States,Denver,Manufacturing,Startup (1–50),Full-time,Remote,AWS Certified Solutions Architect,113600
Software Engineer,6,Master's Degree,Python;C++;SQL;Java;AWS;JavaScript,United States,Chicago,Healthcare & Pharma,Large (1001–5000),Full-time,Hybrid,None,206800
Blockchain Developer,9,Bootcamp Graduate,Go;Deep Learning,Australia,Adelaide,Consulting,Small (51–200),Contract,Remote,AWS Certified Solutions Architect,195500
Full Stack Developer,22,Master's Degree,JavaScript;SQL;Docker;Scala;TypeScript;Node.js;MongoDB;Kafka;React,Germany,Cologne,Media & Entertainment,Startup (1–50),Full-time,Remote,None,181600
Business Analyst,6,Bachelor's Degree,Node.js;Apache Spark;C++;Python,Switzerland,Zurich,Consulting,Large (1001–5000),Internship,Hybrid,Data Science Professional (IBM),54200
Data Scientist,4,Master's Degree,PyTorch;Deep Learning;Apache Spark;Python;Kafka;Kubernetes;SQL,India,Delhi,Consulting,Large (1001–5000),Full-time,Hybrid,None,38100
Project Manager,12,Bachelor's Degree,React;SQL;Kafka;Git;PyTorch,France,Marseille,Manufacturing,Medium (201–1000),Contract,On-site,None,106200
Data Science Manager,22,Bachelor's Degree,Machine Learning;Apache Spark;TypeScript;SQL;Python,United Kingdom,Bristol,Telecommunications,Small (51–200),Full-time,Remote,CKA (Kubernetes),316000
AI/ML Researcher,35,Associate's Degree,PyTorch;Deep Learning;Machine Learning;Python;Apache Spark;Node.js,India,Bengaluru,Telecommunications,Medium (201–1000),Full-time,On-site,CFA (Finance);Salesforce Certified,62000
Project Manager,7,Master's Degree,SQL;JavaScript,France,Marseille,Media & Entertainment,Startup (1–50),Full-time,Hybrid,None,71900
DevOps Engineer,3,Master's Degree,REST APIs;AWS;Linux;Docker;Kubernetes,Singapore,Singapore City,Education & Research,Medium (201–1000),Full-time,Hybrid,None,117400
Data Engineer,2,High School / GED,MongoDB;CI/CD;SQL;Kafka;PostgreSQL,Poland,Warsaw,Automotive,Small (51–200),Full-time,Hybrid,Google Cloud Professional,33800
Site Reliability Engineer,9,Bachelor's Degree,AWS;Kubernetes;Python;Linux;PostgreSQL;Docker;CI/CD,Netherlands,Rotterdam,Aerospace & Defense,Medium (201–1000),Freelance,Hybrid,CISSP (Security);PMP (Project Management),218000
Security Engineer,1,Bachelor's Degree,Python;Docker;CI/CD;AWS;Linux;GraphQL;C++,Canada,Calgary,Healthcare & Pharma,Startup (1–50),Full-time,On-site,Data Science Professional (IBM),98200
Senior Data Analyst,6,Associate's Degree,Azure;PostgreSQL;Machine Learning;Apache Spark;SQL;C++,Germany,Hamburg,Aerospace & Defense,Startup (1–50),Part-time,Hybrid,AWS Certified Solutions Architect,44400
QA Engineer,3,Master's Degree,Python;Apache Spark;Kubernetes,United States,Austin,Government & Public Sector,Small (51–200),Full-time,On-site,Data Science Professional (IBM);Google Cloud Professional,67100
Engineering Manager,23,Bootcamp Graduate,Azure;CI/CD;AWS;Docker,Australia,Brisbane,Manufacturing,Large (1001–5000),Full-time,Hybrid,PMP (Project Management),293700
AI/ML Researcher,2,PhD / Doctorate,MongoDB;JavaScript;Deep Learning;TensorFlow;Kubernetes;PyTorch,Singapore,Singapore City,Finance & Banking,Enterprise (5000+),Freelance,On-site,None,326700
Database Administrator,3,PhD / Doctorate,TensorFlow;PostgreSQL;MongoDB;SQL,Singapore,Singapore City,Healthcare & Pharma,Medium (201–1000),Freelance,Hybrid,CFA (Finance),145500
Database Administrator,4,Master's Degree,SQL;PostgreSQL;Rust,India,Mumbai,Education & Research,Enterprise (5000+),Part-time,Remote,CKA (Kubernetes),12000
Solutions Architect,4,Master's Degree,Azure;Python;REST APIs;Deep Learning,United States,Austin,Telecommunications,Startup (1–50),Internship,Remote,Azure Solutions Architect,68800
Software Engineer,18,PhD / Doctorate,SQL;AWS;Rust;MongoDB;Docker;Python;Deep Learning,United States,Miami,Healthcare & Pharma,Enterprise (5000+),Full-time,On-site,None,379800
Cybersecurity Analyst,6,Master's Degree,CI/CD;Redis;Linux;GraphQL;AWS,Australia,Perth,Government & Public Sector,Small (51–200),Full-time,Hybrid,Google Cloud Professional,118000
Mobile Developer,1,Bachelor's Degree,Java;React;TypeScript;Linux;Git,Brazil,São Paulo,E-commerce & Retail,Small (51–200),Full-time,Hybrid,Google Cloud Professional,28000
Data Science Manager,8,Bachelor's Degree,Azure;CI/CD;Machine Learning;SQL;Python;Apache Spark,Germany,Hamburg,Finance & Banking,Medium (201–1000),Part-time,On-site,CFA (Finance),129200
Backend Developer,7,Master's Degree,Java;GraphQL;Python;Kafka;Node.js;Redis,United States,Boston,Education & Research,Enterprise (5000+),Contract,Remote,CISSP (Security),180400
DevOps Engineer,2,Bachelor's Degree,Docker;TensorFlow;PyTorch;CI/CD;Kubernetes;Python;Linux;Redis;AWS,United States,Miami,Automotive,Large (1001–5000),Full-time,Hybrid,Salesforce Certified;AWS Certified Solutions Architect,158200
Security Engineer,35,Associate's Degree,Python;AWS;CI/CD;Docker,United States,Austin,E-commerce & Retail,Enterprise (5000+),Freelance,Remote,PMP (Project Management),374400
Full Stack Developer,21,Master's Degree,Node.js;TypeScript;MongoDB;React;JavaScript;Docker;C++;Go;SQL;PyTorch,United States,Denver,Energy & Utilities,Small (51–200),Full-time,Hybrid,None,278000
DevOps Engineer,7,Bachelor's Degree,SQL;Kubernetes;AWS;CI/CD;Python;Linux,United States,San Francisco,Energy & Utilities,Enterprise (5000+),Part-time,Remote,AWS Certified Solutions Architect,109700
Project Manager,12,PhD / Doctorate,Go;SQL,United States,Denver,Government & Public Sector,Large (1001–5000),Freelance,Hybrid,Google Cloud Professional,195100
Data Analyst,10,Bachelor's Degree,MongoDB;SQL;PyTorch;Machine Learning;Redis,Netherlands,The Hague,Telecommunications,Enterprise (5000+),Full-time,Hybrid,None,103700
Engineering Manager,7,Bootcamp Graduate,GCP;Scala;SQL;Python;CI/CD;Docker,Germany,Munich,Healthcare & Pharma,Small (51–200),Full-time,On-site,AWS Certified Solutions Architect,145100
Full Stack Developer,7,Bachelor's Degree,Azure;Node.js;SQL;TypeScript;React;MongoDB;Docker,Australia,Adelaide,Government & Public Sector,Startup (1–50),Full-time,On-site,None,95400
Security Engineer,2,Master's Degree,REST APIs;AWS;GraphQL;Docker;Linux;Python;GCP,United States,Los Angeles,Startups,Startup (1–50),Full-time,Remote,CKA (Kubernetes),136600
Data Analyst,8,Bachelor's Degree,TensorFlow;Git;Python;Apache Spark,South Africa,Cape Town,Education & Research,Enterprise (5000+),Full-time,Remote,None,34500
QA Engineer,23,Associate's Degree,REST APIs;Azure;Git,Mexico,Mexico City,Telecommunications,Startup (1–50),Full-time,On-site,None,25500
Systems Architect,4,Associate's Degree,Azure;Docker;SQL;GCP;Linux;Kafka,China,Beijing,Technology,Medium (201–1000),Full-time,On-site,CKA (Kubernetes),60200
Full Stack Developer,3,Bachelor's Degree,MongoDB;TypeScript;JavaScript;SQL;Docker;Node.js,United States,Denver,Automotive,Enterprise (5000+),Contract,On-site,None,163700
Backend Developer,5,High School / GED,Docker;Redis;Java;SQL;PostgreSQL,Canada,Calgary,Healthcare & Pharma,Large (1001–5000),Contract,Remote,None,105000
Technical Lead,9,Master's Degree,CI/CD;Docker;SQL;Python;Git;Kubernetes;Apache Spark;Java,Sweden,Gothenburg,Consulting,Enterprise (5000+),Internship,Hybrid,None,92000
QA Engineer,21,Master's Degree,Git;SQL;CI/CD;REST APIs;Python,Canada,Toronto,Aerospace & Defense,Startup (1–50),Contract,Hybrid,Data Science Professional (IBM),282500
Data Analyst,4,Associate's Degree,PostgreSQL;Kubernetes;Python;TensorFlow;MongoDB;Java,Brazil,São Paulo,Insurance,Large (1001–5000),Part-time,Hybrid,CKA (Kubernetes),16100
Full Stack Developer,12,Bachelor's Degree,MongoDB;Node.js;Azure;JavaScript;TypeScript,United States,Chicago,E-commerce & Retail,Startup (1–50),Full-time,Hybrid,Salesforce Certified,187300
Systems Architect,5,Bachelor's Degree,Azure;Apache Spark;AWS;GraphQL;Kubernetes;Linux;Deep Learning,India,Delhi,Energy & Utilities,Medium (201–1000),Full-time,Remote,None,42500
Senior Software Engineer,6,Bachelor's Degree,Git;CI/CD;Java;Python;C++;Kubernetes;Docker,UAE,Abu Dhabi,Telecommunications,Enterprise (5000+),Full-time,On-site,Google Cloud Professional,188300
Mobile Developer,3,Bachelor's Degree,React;JavaScript;Git;Redis,United States,Seattle,E-commerce & Retail,Enterprise (5000+),Internship,Remote,None,49100
Database Administrator,3,Master's Degree,Redis;PostgreSQL;Linux;Node.js,India,Bengaluru,Media & Entertainment,Medium (201–1000),Contract,On-site,None,23900
Network Engineer,10,Bachelor's Degree,Python;Linux,Germany,Berlin,Aerospace & Defense,Large (1001–5000),Full-time,Remote,CFA (Finance),99100
Senior Software Engineer,1,Bachelor's Degree,Java;CI/CD;Docker;Python;C++;Git,Sweden,Stockholm,Insurance,Startup (1–50),Full-time,Hybrid,PMP (Project Management),96500
Full Stack Developer,3,PhD / Doctorate,TypeScript;SQL;React;Kubernetes;Docker;JavaScript;MongoDB;Node.js,Australia,Perth,Technology,Enterprise (5000+),Contract,Hybrid,CompTIA Security+,216400
Security Engineer,15,Bachelor's Degree,Linux;SQL;AWS;Docker;TypeScript,United States,Boston,Automotive,Enterprise (5000+),Full-time,Hybrid,Data Science Professional (IBM),235100
Mobile Developer,23,Master's Degree,React;Git;Azure,United Kingdom,London,Startups,Large (1001–5000),Freelance,Remote,None,224000
Security Engineer,4,High School / GED,Docker;Linux;AWS;Redis;Python,Singapore,Singapore City,Media & Entertainment,Medium (201–1000),Full-time,Hybrid,PMP (Project Management),101700
Site Reliability Engineer,11,Bachelor's Degree,Docker;Node.js;Azure;Python,United States,Miami,E-commerce & Retail,Small (51–200),Full-time,Remote,AWS Certified Solutions Architect;PMP (Project Management),219100
Technical Lead,13,Bachelor's Degree,Docker;Apache Spark;Linux;Azure,France,Lyon,Government & Public Sector,Medium (201–1000),Full-time,On-site,None,144200
QA Engineer,3,Associate's Degree,SQL;Python;REST APIs,United States,Denver,Automotive,Large (1001–5000),Internship,On-site,None,26300
Senior Data Analyst,10,Bachelor's Degree,CI/CD;PostgreSQL;Machine Learning;Apache Spark;MongoDB;Go;SQL;Scala,Australia,Sydney,Aerospace & Defense,Enterprise (5000+),Full-time,Hybrid,None,162200
Cybersecurity Analyst,23,Bootcamp Graduate,Python;CI/CD;Linux;Kafka;Kubernetes,France,Lyon,E-commerce & Retail,Enterprise (5000+),Full-time,On-site,Data Science Professional (IBM),181400
Site Reliability Engineer,6,Master's Degree,Kubernetes;AWS;Python;Apache Spark;Go;Docker;GCP;JavaScript,United States,Austin,Insurance,Large (1001–5000),Full-time,Remote,None,212700
Cloud Architect,6,Associate's Degree,Azure;Kubernetes;AWS;Kafka;Java;Docker,United States,Seattle,Startups,Medium (201–1000),Full-time,On-site,None,165900
Project Manager,4,Associate's Degree,Git,United States,Atlanta,Energy & Utilities,Enterprise (5000+),Full-time,Remote,None,89700
UX/UI Designer,11,Bachelor's Degree,React,United States,Seattle,E-commerce & Retail,Medium (201–1000),Full-time,Remote,CompTIA Security+,136100
Technical Lead,14,Bachelor's Degree,Python;Java;Kubernetes;Git;CI/CD,United States,Los Angeles,Energy & Utilities,Large (1001–5000),Full-time,Hybrid,None,267500
Cybersecurity Analyst,14,PhD / Doctorate,Python;CI/CD,Singapore,Singapore City,Technology,Enterprise (5000+),Full-time,Hybrid,Azure Solutions Architect,254500
Senior Software Engineer,6,Associate's Degree,Deep Learning;Python;Git;CI/CD;Docker;Java;C++;Kubernetes,United Kingdom,Birmingham,Manufacturing,Large (1001–5000),Contract,Remote,None,212600
Engineering Manager,4,Bachelor's Degree,Kubernetes;CI/CD;Python,United States,Miami,Technology,Enterprise (5000+),Full-time,Remote,Data Science Professional (IBM),272700
Solutions Architect,8,Bachelor's Degree,Kubernetes;GCP;REST APIs;Azure;Docker,United States,San Francisco,Manufacturing,Enterprise (5000+),Full-time,Hybrid,None,216100
Solutions Architect,2,Master's Degree,Docker;REST APIs;GCP;Kubernetes;Go,United States,Seattle,Automotive,Large (1001–5000),Full-time,Hybrid,None,179100
Senior Data Analyst,14,Bachelor's Degree,PostgreSQL;SQL;C++;Go;Machine Learning;Apache Spark;Kafka;Python,United States,San Francisco,Manufacturing,Enterprise (5000+),Full-time,On-site,Google Cloud Professional,233100
Data Engineer,6,Bachelor's Degree,AWS;Python;PostgreSQL;Apache Spark;SQL;MongoDB;Kafka,United Kingdom,Manchester,Aerospace & Defense,Large (1001–5000),Freelance,On-site,None,171000
Product Manager,11,Master's Degree,Machine Learning,UAE,Abu Dhabi,Finance & Banking,Small (51–200),Full-time,Remote,Salesforce Certified,195800
Senior Software Engineer,14,PhD / Doctorate,C++;Python;Kafka;JavaScript;Java;CI/CD,Singapore,Singapore City,Education & Research,Medium (201–1000),Full-time,Remote,None,252700
Senior Data Analyst,6,High School / GED,SQL;Python;C++;PostgreSQL;Scala;Apache Spark;Linux;Machine Learning,United States,Chicago,Energy & Utilities,Large (1001–5000),Contract,On-site,None,132500
UX/UI Designer,2,Bachelor's Degree,Deep Learning;GCP;Redis;JavaScript;React;TypeScript,United States,Denver,Telecommunications,Large (1001–5000),Contract,Hybrid,CKA (Kubernetes),102000
QA Engineer,16,Master's Degree,Java;Python;Git;MongoDB;SQL;CI/CD,France,Lyon,Healthcare & Pharma,Enterprise (5000+),Full-time,Hybrid,None,177100
Machine Learning Engineer,4,Master's Degree,PyTorch;Kubernetes;TensorFlow;GraphQL;Node.js;AWS,France,Paris,Media & Entertainment,Startup (1–50),Part-time,Remote,Salesforce Certified,55600
Business Analyst,3,Bachelor's Degree,Linux;Python;Deep Learning;SQL;C++;REST APIs,United States,Denver,Media & Entertainment,Enterprise (5000+),Full-time,On-site,CISSP (Security);CFA (Finance),113500
QA Engineer,3,Associate's Degree,Git;Redis;Machine Learning;SQL;CI/CD,United States,Atlanta,Technology,Small (51–200),Full-time,On-site,None,77200
DevOps Engineer,6,Bachelor's Degree,C++;CI/CD;Azure;Kafka;Python,United States,Seattle,Healthcare & Pharma,Small (51–200),Full-time,Remote,Google Cloud Professional,142700
Solutions Architect,2,Bachelor's Degree,GCP;AWS;Azure;Node.js;SQL;Docker;Kubernetes;REST APIs;CI/CD,United States,Austin,Media & Entertainment,Enterprise (5000+),Full-time,Remote,CKA (Kubernetes),180900
Senior Data Analyst,25,Bachelor's Degree,PostgreSQL;Python;Machine Learning;SQL;Apache Spark,Germany,Cologne,Education & Research,Medium (201–1000),Full-time,Hybrid,None,147400
Cybersecurity Analyst,3,Bachelor's Degree,Linux;AWS;CI/CD;REST APIs;Python;Redis,Singapore,Singapore City,Government & Public Sector,Small (51–200),Full-time,On-site,Salesforce Certified,70300
DevOps Engineer,6,Bachelor's Degree,Kubernetes;Docker;Linux;AWS;CI/CD,Australia,Melbourne,Manufacturing,Startup (1–50),Part-time,Remote,Azure Solutions Architect,59200
Security Engineer,7,High School / GED,AWS;Docker;Python;CI/CD,United States,New York,Finance & Banking,Startup (1–50),Part-time,Hybrid,Google Cloud Professional,77200
Machine Learning Engineer,8,Bachelor's Degree,Go;Rust;TensorFlow;AWS;Kubernetes,Switzerland,Geneva,Insurance,Startup (1–50),Full-time,Hybrid,CFA (Finance),185700
Data Science Manager,7,High School / GED,Apache Spark;Python;SQL;Machine Learning;C++,Germany,Cologne,Telecommunications,Large (1001–5000),Full-time,Hybrid,CFA (Finance),169500
Data Scientist,3,Bachelor's Degree,GCP;Linux;Kafka;TensorFlow;PyTorch;SQL;Python;Deep Learning,Netherlands,Amsterdam,Healthcare & Pharma,Medium (201–1000),Internship,Remote,CKA (Kubernetes),73300
AI/ML Researcher,3,Master's Degree,AWS;REST APIs;Python;Machine Learning;Deep Learning;TensorFlow,India,Delhi,Telecommunications,Enterprise (5000+),Contract,Remote,AWS Certified Solutions Architect,75100
Business Analyst,2,Bachelor's Degree,Python,United States,Atlanta,Energy & Utilities,Medium (201–1000),Part-time,On-site,Salesforce Certified,46700
Systems Architect,1,Bachelor's Degree,AWS;Docker;Azure;Linux,India,Chennai,Consulting,Large (1001–5000),Full-time,Hybrid,CKA (Kubernetes),40300
Data Science Manager,2,Master's Degree,Apache Spark;Machine Learning,Germany,Cologne,Energy & Utilities,Large (1001–5000),Full-time,On-site,None,155900
QA Engineer,1,Bootcamp Graduate,Git;REST APIs;Python;SQL,Germany,Munich,Consulting,Startup (1–50),Full-time,Hybrid,None,38900
UX/UI Designer,12,Bachelor's Degree,TensorFlow;Kubernetes;Redis;JavaScript;Rust,Japan,Osaka,Insurance,Enterprise (5000+),Full-time,On-site,None,135000
Data Science Manager,7,PhD / Doctorate,Python;Machine Learning;SQL;Apache Spark,United States,Boston,Insurance,Medium (201–1000),Full-time,Hybrid,CKA (Kubernetes),329100
Backend Developer,13,High School / GED,Java;Python;Node.js;Redis;Docker;SQL;PostgreSQL;AWS,France,Paris,Finance & Banking,Enterprise (5000+),Full-time,On-site,Google Cloud Professional,144200
Machine Learning Engineer,1,Bachelor's Degree,Kubernetes;Python;PyTorch;TensorFlow;AWS,Canada,Montreal,Healthcare & Pharma,Medium (201–1000),Full-time,On-site,None,114700
Engineering Manager,3,PhD / Doctorate,CI/CD;AWS;Kubernetes;Python,India,Hyderabad,E-commerce & Retail,Large (1001–5000),Full-time,Remote,CISSP (Security),58800
Data Science Manager,9,Master's Degree,Apache Spark;SQL;Python,Singapore,Singapore City,Consulting,Small (51–200),Full-time,Hybrid,AWS Certified Solutions Architect,229800
Software Engineer,10,Master's Degree,SQL;Git;Python;REST APIs;C++;Docker;Java,Netherlands,The Hague,Consulting,Small (51–200),Full-time,On-site,AWS Certified Solutions Architect,160100
Cybersecurity Analyst,10,Bachelor's Degree,Linux;CI/CD;MongoDB,India,Hyderabad,E-commerce & Retail,Enterprise (5000+),Full-time,Hybrid,Salesforce Certified,34400
Senior Software Engineer,11,Bachelor's Degree,C++;CI/CD;Python;Docker;Git;Kubernetes,United States,Denver,E-commerce & Retail,Enterprise (5000+),Part-time,On-site,CISSP (Security),178500
UX/UI Designer,10,Master's Degree,TypeScript;Go;JavaScript,India,Bengaluru,Startups,Small (51–200),Full-time,Remote,None,31700
DevOps Engineer,7,Bachelor's Degree,Kubernetes;Linux;Python;AWS,Japan,Tokyo,Media & Entertainment,Medium (201–1000),Contract,Remote,None,112300
Site Reliability Engineer,2,Bachelor's Degree,Rust;Docker;Linux;TensorFlow;Kubernetes;CI/CD;Python,United States,Boston,Startups,Large (1001–5000),Internship,On-site,CISSP (Security),73900
Site Reliability Engineer,8,Bachelor's Degree,Kubernetes;CI/CD;Docker;Linux,Germany,Cologne,Telecommunications,Startup (1–50),Full-time,On-site,None,122100
Software Engineer,1,Master's Degree,PyTorch;SQL;C++;Python;Git;Java,Canada,Vancouver,Healthcare & Pharma,Medium (201–1000),Full-time,Hybrid,None,112500
